estatus,id,Fecha
1,1,22/9/2023 12:00:58
1,2,22/9/2023 12:00:58
1,3,22/9/2023 12:00:58
1,4,22/9/2023 12:00:58
1,5,22/9/2023 12:00:58
1,6,22/9/2023 12:00:58
1,7,22/9/2023 12:00:58
1,8,22/9/2023 12:00:58
1,9,22/9/2023 12:00:58
1,10,22/9/2023 12:00:58
1,11,22/9/2023 12:00:58
1,12,22/9/2023 12:00:58
1,13,22/9/2023 12:00:58
1,14,22/9/2023 12:00:58
1,15,22/9/2023 12:00:58
1,16,22/9/2023 12:00:58
1,17,22/9/2023 12:00:58
1,18,22/9/2023 12:00:58
1,19,22/9/2023 12:00:58
1,20,22/9/2023 12:00:58
1,21,22/9/2023 12:00:58
1,22,22/9/2023 12:00:58
1,23,22/9/2023 12:00:58
1,24,22/9/2023 12:00:58
1,25,22/9/2023 12:00:58
0,26,22/9/2023 12:00:58
0,27,22/9/2023 12:00:58
0,28,22/9/2023 12:00:58
1,29,22/9/2023 12:00:58
1,30,22/9/2023 12:00:58
1,31,22/9/2023 12:00:58
1,32,22/9/2023 12:00:58
0,33,22/9/2023 12:00:58
0,34,22/9/2023 12:00:58
0,35,22/9/2023 12:00:58
0,36,22/9/2023 12:00:58
0,37,22/9/2023 12:00:58
0,38,22/9/2023 12:00:58
0,39,22/9/2023 12:00:58
0,40,22/9/2023 12:00:58
0,41,22/9/2023 12:00:58
0,42,22/9/2023 12:00:58
0,43,22/9/2023 12:00:58
0,44,22/9/2023 12:00:58
0,45,22/9/2023 12:00:58
0,46,22/9/2023 12:00:58
0,47,22/9/2023 12:00:58
0,48,22/9/2023 12:00:58
0,49,22/9/2023 12:00:58
1,50,22/9/2023 12:00:58
1,51,22/9/2023 12:00:58
1,52,22/9/2023 12:00:58
0,53,22/9/2023 12:00:58
0,54,22/9/2023 12:00:58
